-65.537	0.993799	0.593452
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-98.0094	0	0
-41.3183	0.850991	0.442253
-35.0264	0.921897	0.431864
-31.2527	0.913449	0.33337
-34.6224	0.903216	0.76311
-33.5325	0.918424	0.841194
-32.3825	0.946779	0.756775
-50.5867	0.93114	0.458092
-120	0	0
-53.9572	0.443942	0.20335
-33.6517	-0.0476075	0.184263
-32.1285	-0.239742	0.215075
-30.3192	0.952123	0.868669
-25.4287	0.959978	0.910879
-22.5866	0.966803	0.912868
-22.1006	0.961775	0.9122
-24.6417	0.949695	0.910481
-26.7461	0.952132	0.912662
-29.5669	0.937801	0.906562
-32.9151	0.911829	0.819059
-41.514	0.935942	0.662916
-61.6407	0.960308	0.302802
-78.8395	0.714926	0
-120	0	0
-83.0294	0.0501549	0
-96.551	0.0395127	0
-81.468	0.902831	0
-61.4716	0.9579	0.486721
-55.5175	0.962552	0.618111
-50.6105	0.965828	0.832767
-37.6383	0.9786	0.878424
-30.0863	0.978528	0.877599
-29.81	0.968701	0.901541
-29.1391	0.965632	0.899432
-29.5353	0.96182	0.881054
-33.6403	0.962433	0.855671
-41.718	0.985776	0.839309
-41.7518	0.986014	0.862426
-46.4937	0.983656	0.767515
-65.5088	0.97514	0.385587
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-47.6878	0.490535	0.245148
-41.7222	0.154721	0.136082
-44.9918	-0.337455	0.126469
-45.5821	-0.461013	0.15249
-46.4887	-0.409429	0.160756
-46.145	-0.613228	0.144999
-41.2446	-0.749395	0.192972
-41.9105	-0.652032	0.166496
-40.0331	-0.632927	0.25732
-53.0625	-0.351884	0.154993
-105.829	0	0
-106.111	0	0
-60.5349	0.832952	0.0233778
-38.1471	0.970332	0.528581
-31.5081	0.96993	0.791143
-28.5088	0.963944	0.867896
-30.0066	0.965355	0.869472
-37.1783	0.967561	0.765805
-39.2331	0.995237	0.880299
-38.6067	0.995397	0.892564
-38.4641	0.995579	0.893146
-38.4282	0.995308	0.892409
-38.7589	0.995167	0.895653
-39.6275	0.99514	0.899583
-40.1676	0.994962	0.899015
-40.7384	0.99501	0.897581
-38.9489	0.986775	0.810898
-33.5502	0.981417	0.889573
-30.3632	0.980716	0.900759
-28.9732	0.979231	0.90316
-28.595	0.980804	0.903576
-28.7013	0.983822	0.901611
-29.8801	0.983808	0.894804
-37.1859	0.974383	0.788598
-64.2203	0.774432	0.366386
-85.291	-0.0987965	0.177642
-72.3279	-0.0053674	0.144263
-66.464	0.767919	0.242104
-41.8529	0.971832	0.686719
-42.3015	0.990619	0.802863
-41.0094	0.994551	0.896177
-42.6764	0.994314	0.897256
-48.5323	0.989046	0.828563
-72.7656	0.925616	0.250234
-48.5012	0.680661	0.247389
-38.4305	0.527179	0.261657
-45.8114	0.543116	0.319736
-51.3741	0.617593	0.152968
-53.5416	0.722808	0.24627
-62.9862	0.651703	0.149312
-39.5965	0.976993	0.597292
-34.6975	0.951859	0.839288
-31.2469	0.92208	0.807957
-32.46	0.935009	0.868469
-37.3314	0.951681	0.79861
-39.531	0.994265	0.883798
-39.0189	0.994745	0.895198
-39.4024	0.994567	0.894158
-41.9323	0.994659	0.862269
-57.0011	0.979878	0.650297
-58.5732	0.442205	0.320694
-42.6997	0.059379	0.182618
-34.5424	-0.0587229	0.13889
-40.6835	0.0313407	0.197269
-47.6463	0.371859	0.33291
-57.1185	-0.211378	0.044255
-65.6976	0.505453	0.206073
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-62.012	0.711616	0.238543
-43.6845	0.822481	0.26198
-42.0279	0.871406	0.505683
-38.6305	0.921372	0.596602
-35.9524	0.941771	0.816898
-35.433	0.925873	0.846192
-31.4486	0.934941	0.860815
-30.093	0.937037	0.860322
-30.9696	0.941462	0.867643
-32.178	0.947129	0.870278
-33.3576	0.94921	0.876519
-34.0725	0.955806	0.860119
-33.9468	0.958687	0.856638
-34.6269	0.96478	0.858082
-36.178	0.970769	0.861677
-37.2328	0.977159	0.864693
-38.3283	0.983191	0.864955
-40.3463	0.985157	0.86161
-43.1487	0.988849	0.845129
-47.1338	0.993225	0.763167
-44.1417	0.994397	0.859677
-44.2623	0.994947	0.865047
-44.5559	0.994504	0.868241
-45.0309	0.99487	0.866556
-46.0569	0.994549	0.868327
-47.4594	0.993983	0.850183
-52.9516	0.991183	0.866613
-60.2338	0.744033	0.305075
-70.6389	0.723313	0.105455
-73.6034	-0.617738	0.183885
-54.2045	-0.652178	0.166123
-54.8853	-0.628705	0.171453
-57.1807	-0.531108	0.181983
-56.4563	-0.566327	0.193216
-57.3515	-0.546286	0.104543
-67.4806	-0.324524	0.185188
-79.0392	-0.423677	0.0221235
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
-120	0	0
